moodys_bvd_id,company_name,risk_level,sector,year,Join_Year,esg_overall,esg_industry_adjusted,env_score,env_weight,social_score,social_weight,gov_score,gov_weight,industry_min,industry_max
FR348607417,Alten,Go ahead,Communications,2024,2025,4.0,3.0,10.0,5.0,3.0,53.0,5.0,42.0,3.0,7.0
FR352256424,Arval Service Lease,Go ahead,"Travel, Personal & Leisure",2023,2024,6.0,9.0,10.0,24.0,4.0,35.0,5.0,41.0,2.0,6.0
FR352256424,Arval Service Lease,Go ahead,"Travel, Personal & Leisure",2024,2025,6.0,9.0,10.0,24.0,5.0,35.0,4.0,41.0,2.0,6.0
FR352256424,Arval Service Lease,Go ahead,"Travel, Personal & Leisure",2022,2023,6.0,9.0,10.0,24.0,5.0,35.0,5.0,41.0,2.0,6.0
FR352386148,IM Projet,Go ahead,Business Services,2023,2024,6.0,7.0,3.0,17.0,9.0,25.0,5.0,58.0,2.0,7.0
FR352386148,IM Projet,Go ahead,Business Services,2024,2025,6.0,7.0,3.0,17.0,9.0,25.0,5.0,58.0,2.0,7.0
FR357200054,Roquette Freres,Go ahead,Food & Tobacco Manufacturing,2023,2024,4.0,3.0,2.0,40.0,4.0,27.0,6.0,33.0,2.0,6.0
FR357200054,Roquette Freres,Go ahead,Food & Tobacco Manufacturing,2024,2025,4.0,3.0,2.0,40.0,3.0,27.0,6.0,33.0,2.0,6.0
FR388056962,Nemera LA Verpilliere,Go ahead,"Chemicals, Petroleum, Rubber & Plastic",2023,2024,3.0,1.0,2.0,33.0,1.0,20.0,5.0,47.0,3.0,7.0
FR388056962,Nemera LA Verpilliere,Go ahead,"Chemicals, Petroleum, Rubber & Plastic",2024,2025,3.0,1.0,2.0,33.0,1.0,20.0,5.0,47.0,3.0,7.0
FR390596039,Ekium,Go ahead,Business Services,2023,2024,6.0,7.0,3.0,17.0,8.0,25.0,5.0,58.0,2.0,7.0
FR390596039,Ekium,Go ahead,Business Services,2024,2025,6.0,7.0,3.0,17.0,8.0,25.0,6.0,58.0,2.0,7.0
FR390596039,Ekium,Go ahead,Business Services,2022,2023,6.0,7.0,6.0,17.0,6.0,25.0,6.0,58.0,2.0,7.0
FR390922490,Weldom,Go ahead,Wholesale,2023,2024,6.0,7.0,1.0,15.0,9.0,31.0,5.0,54.0,3.0,7.0
FR390922490,Weldom,Go ahead,Wholesale,2024,2025,6.0,7.0,1.0,15.0,9.0,31.0,5.0,54.0,3.0,7.0
FR398827337,Fisher Scientific S A S,Take caution,Wholesale,2023,2024,4.0,2.0,3.0,23.0,2.0,23.0,5.0,54.0,3.0,7.0
FR398827337,Fisher Scientific S A S,Take caution,Wholesale,2024,2025,4.0,2.0,3.0,23.0,2.0,23.0,5.0,54.0,3.0,7.0
FR399170679,Geodis CL Pharma,Do not source,"Transport, Freight & Storage",2023,2024,4.0,2.0,6.0,5.0,1.0,28.0,5.0,67.0,3.0,8.0
FR399170679,Geodis CL Pharma,Do not source,"Transport, Freight & Storage",2024,2025,4.0,2.0,6.0,5.0,1.0,28.0,5.0,67.0,3.0,8.0
FR403221930,MMP Packetis SAS,Take caution,"Wood, Furniture & Paper Manufacturing",2023,2024,3.0,0.0,2.0,55.0,1.0,12.0,6.0,33.0,4.0,7.0
FR403221930,MMP Packetis SAS,Take caution,"Wood, Furniture & Paper Manufacturing",2024,2025,3.0,0.0,2.0,55.0,1.0,12.0,6.0,33.0,4.0,7.0
FR403221930,MMP Packetis SAS,Take caution,"Wood, Furniture & Paper Manufacturing",2022,2023,3.0,0.0,3.0,55.0,3.0,12.0,6.0,33.0,4.0,7.0
FR404456113,Aseptic Group,Take caution,Wholesale,2022,2023,4.0,2.0,4.0,23.0,2.0,23.0,5.0,54.0,3.0,7.0
FR409600616,Skyepharma Production SAS,Take caution,"Chemicals, Petroleum, Rubber & Plastic",2023,2024,3.0,2.0,0.0,9.0,2.0,58.0,5.0,33.0,2.0,6.0
FR409600616,Skyepharma Production SAS,Take caution,"Chemicals, Petroleum, Rubber & Plastic",2024,2025,3.0,2.0,0.0,9.0,2.0,58.0,6.0,33.0,2.0,6.0
FR409600616,Skyepharma Production SAS,Take caution,"Chemicals, Petroleum, Rubber & Plastic",2022,2023,3.0,2.0,0.0,9.0,2.0,58.0,5.0,33.0,2.0,6.0
FR417689395,Ayvens,Go ahead,Business Services,2023,2024,4.0,4.0,1.0,13.0,4.0,54.0,6.0,33.0,2.0,7.0
FR417689395,Ayvens,Go ahead,Business Services,2024,2025,5.0,5.0,3.0,13.0,5.0,54.0,5.0,33.0,2.0,7.0
FR420934960,Altizem,Do not source,Computer Software,2023,2024,4.0,1.0,8.0,5.0,2.0,53.0,5.0,42.0,3.0,7.0
FR420934960,Altizem,Do not source,Computer Software,2024,2025,4.0,1.0,8.0,5.0,2.0,53.0,5.0,42.0,3.0,7.0
FR421287855,V W R International,Go ahead,Wholesale,2023,2024,6.0,6.0,3.0,23.0,8.0,23.0,5.0,54.0,3.0,7.0
FR421287855,V W R International,Go ahead,Wholesale,2024,2025,6.0,6.0,3.0,23.0,8.0,23.0,5.0,54.0,3.0,7.0
FR421780826,A P R Ingenierie,Take caution,Business Services,2022,2023,6.0,7.0,3.0,17.0,9.0,25.0,5.0,58.0,2.0,7.0
FR428754873,Societe Cooperative Artisanale de Prestations de Services,Do not source,Business Services,2023,2024,6.0,8.0,3.0,17.0,8.0,25.0,6.0,58.0,2.0,7.0
FR428754873,Societe Cooperative Artisanale de Prestations de Services,Do not source,Business Services,2024,2025,6.0,8.0,3.0,17.0,8.0,25.0,6.0,58.0,2.0,7.0
FR428754873,Societe Cooperative Artisanale de Prestations de Services,Do not source,Business Services,2022,2023,6.0,8.0,6.0,17.0,6.0,25.0,6.0,58.0,2.0,7.0
FR428927966,Preciphar,Do not source,Business Services,2023,2024,4.0,3.0,9.0,5.0,2.0,47.0,6.0,48.0,3.0,7.0
FR433639523,EGG FR,Take caution,Business Services,2023,2024,5.0,3.0,8.0,5.0,1.0,28.0,6.0,67.0,3.0,8.0
FR433639523,EGG FR,Take caution,Business Services,2024,2025,5.0,3.0,8.0,5.0,1.0,28.0,6.0,67.0,3.0,8.0
FR433639523,EGG FR,Take caution,Business Services,2022,2023,5.0,3.0,5.0,5.0,5.0,28.0,6.0,67.0,3.0,8.0
FR444523526,Artelia,Go ahead,Business Services,2023,2024,6.0,7.0,3.0,17.0,9.0,25.0,5.0,58.0,2.0,7.0
FR444523526,Artelia,Go ahead,Business Services,2024,2025,6.0,7.0,3.0,17.0,9.0,25.0,5.0,58.0,2.0,7.0
FR444982060,Creapharm Industry,Take caution,Business Services,2023,2024,4.0,3.0,8.0,5.0,1.0,28.0,5.0,67.0,3.0,8.0
FR444982060,Creapharm Industry,Take caution,Business Services,2022,2023,4.0,3.0,4.0,5.0,4.0,28.0,5.0,67.0,3.0,8.0
FR445335151,CCL Package Label,Go ahead,"Wood, Furniture & Paper Manufacturing",2023,2024,3.0,0.0,2.0,55.0,1.0,12.0,6.0,33.0,3.0,7.0
FR445335151,CCL Package Label,Go ahead,"Wood, Furniture & Paper Manufacturing",2024,2025,3.0,0.0,2.0,55.0,1.0,12.0,6.0,33.0,3.0,7.0
FR451766604,Pharmaplan SAS,Do not source,Business Services,2023,2024,6.0,7.0,3.0,17.0,9.0,25.0,5.0,58.0,2.0,7.0
FR451766604,Pharmaplan SAS,Do not source,Business Services,2024,2025,6.0,7.0,3.0,17.0,9.0,25.0,5.0,58.0,2.0,7.0
FR458503745,PMC Ouvrie,Go ahead,"Chemicals, Petroleum, Rubber & Plastic",2023,2024,3.0,3.0,2.0,56.0,0.0,11.0,6.0,33.0,2.0,6.0
FR458503745,PMC Ouvrie,Go ahead,"Chemicals, Petroleum, Rubber & Plastic",2024,2025,3.0,3.0,2.0,56.0,0.0,11.0,6.0,33.0,2.0,6.0
FR477617476,AD Inge,Go ahead,Business Services,2023,2024,6.0,7.0,3.0,17.0,9.0,25.0,5.0,58.0,2.0,7.0
FR477617476,AD Inge,Go ahead,Business Services,2024,2025,6.0,7.0,3.0,17.0,9.0,25.0,5.0,58.0,2.0,7.0
FR488404823,Moongy,Go ahead,Business Services,2023,2024,6.0,7.0,3.0,17.0,8.0,25.0,5.0,58.0,2.0,7.0
FR488404823,Moongy,Go ahead,Business Services,2024,2025,6.0,7.0,3.0,17.0,8.0,25.0,5.0,58.0,2.0,7.0
FR491818365,Consultys Ouest,Go ahead,Business Services,2023,2024,6.0,7.0,3.0,17.0,9.0,25.0,5.0,58.0,2.0,7.0
FR491818365,Consultys Ouest,Go ahead,Business Services,2024,2025,6.0,7.0,3.0,17.0,9.0,25.0,5.0,58.0,2.0,7.0
FR493254908,Smurfit Westrock France,Go ahead,"Wood, Furniture & Paper Manufacturing",2023,2024,4.0,0.0,3.0,55.0,1.0,12.0,6.0,33.0,4.0,7.0
FR493254908,Smurfit Westrock France,Go ahead,"Wood, Furniture & Paper Manufacturing",2024,2025,4.0,0.0,3.0,55.0,1.0,12.0,5.0,33.0,4.0,7.0
FR493254908,Smurfit Westrock France,Go ahead,"Wood, Furniture & Paper Manufacturing",2022,2023,4.0,0.0,4.0,55.0,4.0,12.0,6.0,33.0,4.0,7.0
FR499363570,Unista,Take caution,"Industrial, Electric & Electronic Machinery",2024,2025,3.0,0.0,2.0,33.0,1.0,20.0,5.0,47.0,3.0,7.0
FR499363570,Unista,Take caution,"Industrial, Electric & Electronic Machinery",2022,2023,3.0,0.0,2.0,33.0,1.0,20.0,5.0,47.0,3.0,7.0
FR502095094,Sthree SAS,Do not source,Business Services,2023,2024,5.0,3.0,9.0,5.0,4.0,51.0,6.0,44.0,3.0,7.0
FR502095094,Sthree SAS,Do not source,Business Services,2024,2025,5.0,3.0,9.0,5.0,4.0,51.0,6.0,44.0,3.0,7.0
FR512936089,Symbiose Environnement,Go ahead,Wholesale,2023,2024,4.0,3.0,8.0,5.0,2.0,28.0,5.0,67.0,3.0,7.0
FR512936089,Symbiose Environnement,Go ahead,Wholesale,2024,2025,4.0,3.0,8.0,5.0,2.0,28.0,5.0,67.0,3.0,7.0
FR512936089,Symbiose Environnement,Go ahead,Wholesale,2022,2023,4.0,3.0,4.0,5.0,4.0,28.0,5.0,67.0,3.0,7.0
FR532276060,Nalys France,Take caution,Business Services,2022,2023,6.0,7.0,3.0,17.0,9.0,25.0,5.0,58.0,2.0,7.0
FR537590390,Turner & Townsend,Take caution,Business Services,2023,2024,5.0,3.0,5.0,5.0,5.0,51.0,5.0,44.0,3.0,7.0
FR537590390,Turner & Townsend,Take caution,Business Services,2024,2025,5.0,3.0,8.0,5.0,4.0,51.0,5.0,44.0,3.0,7.0
FR538491622,Davricourt,Go ahead,Business Services,2023,2024,6.0,7.0,3.0,17.0,9.0,25.0,5.0,58.0,2.0,7.0
FR538491622,Davricourt,Go ahead,Business Services,2024,2025,6.0,7.0,3.0,17.0,9.0,25.0,5.0,58.0,2.0,7.0
FR542091996,BIO Springer,Take caution,Food & Tobacco Manufacturing,2022,2023,4.0,3.0,3.0,40.0,3.0,27.0,5.0,33.0,2.0,6.0
FR542101720,Mesa France,Go ahead,Wholesale,2023,2024,4.0,2.0,4.0,23.0,4.0,23.0,5.0,54.0,3.0,7.0
FR542101720,Mesa France,Go ahead,Wholesale,2024,2025,4.0,2.0,4.0,23.0,2.0,23.0,5.0,54.0,3.0,7.0
FR562032292,Saint Gobain Performance Plastics France,Go ahead,"Chemicals, Petroleum, Rubber & Plastic",2023,2024,4.0,4.0,3.0,56.0,0.0,11.0,6.0,33.0,2.0,6.0
FR562032292,Saint Gobain Performance Plastics France,Go ahead,"Chemicals, Petroleum, Rubber & Plastic",2024,2025,4.0,4.0,3.0,56.0,0.0,11.0,6.0,33.0,2.0,6.0
FR562032292,Saint Gobain Performance Plastics France,Go ahead,"Chemicals, Petroleum, Rubber & Plastic",2022,2023,4.0,4.0,4.0,56.0,4.0,11.0,6.0,33.0,2.0,6.0
FR673620399,Biomerieux SA,Go ahead,"Chemicals, Petroleum, Rubber & Plastic",2023,2024,4.0,1.0,4.0,10.0,4.0,55.0,5.0,35.0,3.0,6.0
FR673620399,Biomerieux SA,Go ahead,"Chemicals, Petroleum, Rubber & Plastic",2024,2025,3.0,1.0,3.0,10.0,2.0,55.0,5.0,35.0,3.0,6.0
FR775662257,Sanofi Winthrop Industrie,Take caution,"Chemicals, Petroleum, Rubber & Plastic",2023,2024,3.0,3.0,2.0,9.0,3.0,58.0,4.0,33.0,2.0,6.0
FR775662257,Sanofi Winthrop Industrie,Take caution,"Chemicals, Petroleum, Rubber & Plastic",2024,2025,4.0,4.0,2.0,9.0,3.0,58.0,5.0,33.0,2.0,6.0
FR775664873,Bouygues Energies & Services,Take caution,Construction,2023,2024,6.0,7.0,6.0,30.0,6.0,35.0,6.0,35.0,2.0,8.0
FR775664873,Bouygues Energies & Services,Take caution,Construction,2024,2025,6.0,7.0,6.0,30.0,6.0,35.0,6.0,35.0,2.0,8.0
FR792502452,Ducre SAS,Go ahead,Construction,2023,2024,4.0,2.0,8.0,5.0,1.0,28.0,5.0,67.0,3.0,8.0
FR792502452,Ducre SAS,Go ahead,Construction,2024,2025,4.0,2.0,8.0,5.0,1.0,28.0,5.0,67.0,3.0,8.0
FR806420626,Societe Chartraine d'Electricite,Take caution,Construction,2023,2024,6.0,7.0,6.0,30.0,6.0,35.0,5.0,35.0,2.0,8.0
FR806420626,Societe Chartraine d'Electricite,Take caution,Construction,2024,2025,6.0,7.0,5.0,30.0,6.0,35.0,5.0,35.0,2.0,8.0
FR811737113,Presto Engineering France,Take caution,"Industrial, Electric & Electronic Machinery",2023,2024,3.0,0.0,4.0,35.0,0.0,30.0,5.0,35.0,3.0,7.0
FR811737113,Presto Engineering France,Take caution,"Industrial, Electric & Electronic Machinery",2024,2025,3.0,0.0,4.0,35.0,0.0,30.0,5.0,35.0,3.0,7.0
FR813689213,Kaysersberg Pharmaceuticals,Go ahead,"Chemicals, Petroleum, Rubber & Plastic",2023,2024,3.0,2.0,0.0,9.0,2.0,58.0,6.0,33.0,2.0,6.0
FR813689213,Kaysersberg Pharmaceuticals,Go ahead,"Chemicals, Petroleum, Rubber & Plastic",2024,2025,3.0,2.0,0.0,9.0,2.0,58.0,6.0,33.0,2.0,6.0
FR813689213,Kaysersberg Pharmaceuticals,Go ahead,"Chemicals, Petroleum, Rubber & Plastic",2022,2023,3.0,2.0,0.0,9.0,2.0,58.0,6.0,33.0,2.0,6.0
FR818919995,Audensiel Healthcare,Go ahead,Business Services,2024,2025,6.0,7.0,4.0,17.0,9.0,25.0,5.0,58.0,2.0,7.0
FR818919995,Audensiel Healthcare,Go ahead,Business Services,2022,2023,6.0,7.0,3.0,17.0,9.0,25.0,5.0,58.0,2.0,7.0
FR821407277,Lysalto,Take caution,Business Services,2022,2023,5.0,5.0,8.0,5.0,5.0,51.0,5.0,44.0,3.0,7.0
FR821608536,Isalys Consulting France,Do not source,Business Services,2024,2025,6.0,7.0,4.0,17.0,9.0,25.0,5.0,58.0,2.0,7.0
FR821608536,Isalys Consulting France,Do not source,Business Services,2022,2023,6.0,7.0,3.0,17.0,9.0,25.0,5.0,58.0,2.0,7.0
FR823326061,Laboratoires Anios,Go ahead,"Chemicals, Petroleum, Rubber & Plastic",2023,2024,4.0,3.0,4.0,55.0,0.0,12.0,6.0,33.0,2.0,7.0
FR823326061,Laboratoires Anios,Go ahead,"Chemicals, Petroleum, Rubber & Plastic",2024,2025,4.0,3.0,4.0,55.0,0.0,12.0,5.0,33.0,2.0,7.0
FR833520463,LSI Paris,Take caution,Business Services,2022,2023,6.0,7.0,4.0,17.0,9.0,25.0,5.0,58.0,2.0,7.0
FR834032310,Qivy Tertiaire,Do not source,Construction,2023,2024,5.0,5.0,6.0,30.0,4.0,35.0,5.0,35.0,2.0,8.0
FR834032310,Qivy Tertiaire,Do not source,Construction,2024,2025,5.0,5.0,6.0,30.0,4.0,35.0,5.0,35.0,2.0,8.0
FR840719355,I Supplier,Take caution,Computer Software,2023,2024,4.0,3.0,5.0,16.0,2.0,47.0,6.0,37.0,2.0,7.0
FR840719355,I Supplier,Take caution,Computer Software,2024,2025,4.0,3.0,5.0,16.0,1.0,47.0,6.0,37.0,2.0,7.0
FR844606723,Spie Industrie,Go ahead,Construction,2023,2024,6.0,7.0,6.0,30.0,6.0,35.0,5.0,35.0,2.0,8.0
FR844606723,Spie Industrie,Go ahead,Construction,2024,2025,6.0,7.0,5.0,30.0,6.0,35.0,5.0,35.0,2.0,8.0
FR850363490,Wesense Elitys,Go ahead,Business Services,2023,2024,6.0,8.0,3.0,17.0,9.0,25.0,6.0,58.0,2.0,7.0
FR850363490,Wesense Elitys,Go ahead,Business Services,2024,2025,6.0,8.0,3.0,17.0,9.0,25.0,6.0,58.0,2.0,7.0
FR877815522,Innovhem,Do not source,Biotechnology and Life Sciences,2023,2024,4.0,3.0,7.0,5.0,4.0,51.0,5.0,44.0,3.0,7.0
FR877815522,Innovhem,Do not source,Biotechnology and Life Sciences,2024,2025,4.0,3.0,7.0,5.0,4.0,51.0,5.0,44.0,3.0,7.0
FR889597951,Fareva Mirabel,Go ahead,"Chemicals, Petroleum, Rubber & Plastic",2023,2024,3.0,2.0,0.0,9.0,2.0,58.0,6.0,33.0,2.0,6.0
FR889597951,Fareva Mirabel,Go ahead,"Chemicals, Petroleum, Rubber & Plastic",2024,2025,3.0,2.0,0.0,9.0,2.0,58.0,6.0,33.0,2.0,6.0
FR889597951,Fareva Mirabel,Go ahead,"Chemicals, Petroleum, Rubber & Plastic",2022,2023,3.0,2.0,3.0,9.0,3.0,58.0,6.0,33.0,2.0,6.0
FR893077057,Oleron Pharma,Do not source,Business Services,2023,2024,4.0,4.0,1.0,13.0,4.0,54.0,5.0,33.0,2.0,7.0
FR893077057,Oleron Pharma,Do not source,Business Services,2024,2025,4.0,4.0,1.0,13.0,4.0,54.0,5.0,33.0,2.0,7.0
FR893077057,Oleron Pharma,Do not source,Business Services,2022,2023,4.0,4.0,4.0,13.0,4.0,54.0,5.0,33.0,2.0,7.0
FR900378175,Neo2 TP,Go ahead,Business Services,2023,2024,6.0,7.0,4.0,17.0,9.0,25.0,5.0,58.0,2.0,7.0
FR900378175,Neo2 TP,Go ahead,Business Services,2024,2025,6.0,7.0,4.0,17.0,9.0,25.0,5.0,58.0,2.0,7.0
FR952019776,LAB Science Normandie,Do not source,Business Services,2023,2024,6.0,7.0,3.0,17.0,9.0,25.0,5.0,58.0,2.0,7.0
FR952019776,LAB Science Normandie,Do not source,Business Services,2024,2025,6.0,7.0,3.0,17.0,9.0,25.0,5.0,58.0,2.0,7.0
GB00071253,Havas Shared Services Limited,Go ahead,Business Services,2023,2024,4.0,3.0,8.0,5.0,2.0,47.0,6.0,48.0,3.0,7.0
GB00071253,Havas Shared Services Limited,Go ahead,Business Services,2024,2025,4.0,3.0,8.0,5.0,2.0,47.0,6.0,48.0,3.0,7.0
GB00071253,Havas Shared Services Limited,Go ahead,Business Services,2022,2023,4.0,3.0,4.0,5.0,4.0,47.0,6.0,48.0,3.0,7.0
GB00390845,WPP Brands (UK) Limited,Take caution,Business Services,2023,2024,5.0,5.0,10.0,5.0,3.0,47.0,6.0,48.0,3.0,7.0
GB00390845,WPP Brands (UK) Limited,Take caution,Business Services,2024,2025,5.0,5.0,9.0,5.0,2.0,47.0,6.0,48.0,3.0,7.0
GB00390845,WPP Brands (UK) Limited,Take caution,Business Services,2022,2023,5.0,5.0,5.0,5.0,5.0,47.0,6.0,48.0,3.0,7.0
GB00630681,DS Smith Packaging Limited,Take caution,"Wood, Furniture & Paper Manufacturing",2023,2024,4.0,2.0,4.0,55.0,4.0,12.0,7.0,33.0,4.0,7.0
GB00630681,DS Smith Packaging Limited,Take caution,"Wood, Furniture & Paper Manufacturing",2024,2025,4.0,1.0,3.0,55.0,2.0,12.0,7.0,33.0,4.0,7.0
GB00660457,Merck Life Science UK Limited,Go ahead,Wholesale,2023,2024,6.0,7.0,3.0,23.0,9.0,23.0,6.0,54.0,3.0,7.0
GB00660457,Merck Life Science UK Limited,Go ahead,Wholesale,2024,2025,6.0,7.0,3.0,23.0,9.0,23.0,6.0,54.0,3.0,7.0
GB00959974,Mettler-Toledo Limited,Go ahead,"Industrial, Electric & Electronic Machinery",2023,2024,4.0,4.0,4.0,17.0,2.0,44.0,7.0,39.0,3.0,7.0
GB00959974,Mettler-Toledo Limited,Go ahead,"Industrial, Electric & Electronic Machinery",2024,2025,4.0,4.0,4.0,17.0,2.0,44.0,6.0,39.0,3.0,7.0
GB00959974,Mettler-Toledo Limited,Go ahead,"Industrial, Electric & Electronic Machinery",2022,2023,4.0,4.0,4.0,17.0,4.0,44.0,7.0,39.0,3.0,7.0
GB00999077,Colorcon Limited,Go ahead,"Chemicals, Petroleum, Rubber & Plastic",2023,2024,3.0,3.0,0.0,9.0,2.0,58.0,6.0,33.0,2.0,6.0
GB00999077,Colorcon Limited,Go ahead,"Chemicals, Petroleum, Rubber & Plastic",2024,2025,3.0,3.0,0.0,9.0,2.0,58.0,6.0,33.0,2.0,6.0
GB01171833,Labcorp Early Development Laboratories Limited,Go ahead,Biotechnology and Life Sciences,2023,2024,6.0,6.0,9.0,5.0,5.0,51.0,7.0,44.0,3.0,7.0
GB01171833,Labcorp Early Development Laboratories Limited,Go ahead,Biotechnology and Life Sciences,2024,2025,5.0,5.0,9.0,5.0,4.0,51.0,6.0,44.0,3.0,7.0
GB01171833,Labcorp Early Development Laboratories Limited,Go ahead,Biotechnology and Life Sciences,2022,2023,6.0,6.0,6.0,5.0,6.0,51.0,6.0,44.0,3.0,7.0
GB01485138,Marken Limited,Go ahead,"Transport, Freight & Storage",2023,2024,7.0,8.0,8.0,19.0,7.0,37.0,7.0,44.0,2.0,8.0
GB01485138,Marken Limited,Go ahead,"Transport, Freight & Storage",2024,2025,7.0,8.0,8.0,19.0,7.0,37.0,7.0,44.0,2.0,8.0
GB01485997,Maxell Europe Limited,Go ahead,Wholesale,2023,2024,6.0,7.0,6.0,16.0,6.0,30.0,6.0,54.0,3.0,7.0
GB01485997,Maxell Europe Limited,Go ahead,Wholesale,2024,2025,6.0,7.0,4.0,16.0,6.0,30.0,6.0,54.0,3.0,7.0
GB01485997,Maxell Europe Limited,Go ahead,Wholesale,2025,2026,6.0,7.0,3.0,16.0,5.0,30.0,6.0,54.0,3.0,7.0
GB01564604,PPD Global LTD,Go ahead,Biotechnology and Life Sciences,2023,2024,6.0,6.0,10.0,5.0,6.0,51.0,6.0,44.0,3.0,7.0
GB01564604,PPD Global LTD,Go ahead,Biotechnology and Life Sciences,2024,2025,6.0,7.0,10.0,5.0,5.0,51.0,7.0,44.0,3.0,7.0
GB01564604,PPD Global LTD,Go ahead,Biotechnology and Life Sciences,2022,2023,6.0,7.0,6.0,5.0,6.0,51.0,7.0,44.0,3.0,7.0
GB01640855,Ipsos Mori UK Limited,Go ahead,Business Services,2023,2024,6.0,6.0,8.0,5.0,5.0,51.0,6.0,44.0,3.0,7.0
GB01640855,Ipsos Mori UK Limited,Go ahead,Business Services,2024,2025,6.0,6.0,9.0,5.0,5.0,51.0,6.0,44.0,3.0,7.0
GB01703469,Interbrand U.K. Limited,Take caution,Business Services,2023,2024,5.0,4.0,9.0,5.0,3.0,28.0,6.0,67.0,3.0,8.0
GB01703469,Interbrand U.K. Limited,Take caution,Business Services,2022,2023,5.0,4.0,5.0,5.0,5.0,28.0,6.0,67.0,3.0,8.0
GB01713130,Insight Medical Research Limited,Take caution,Business Services,2023,2024,5.0,5.0,9.0,5.0,4.0,51.0,6.0,44.0,3.0,7.0
GB01713130,Insight Medical Research Limited,Take caution,Business Services,2024,2025,5.0,5.0,9.0,5.0,4.0,51.0,6.0,44.0,3.0,7.0
GB01713130,Insight Medical Research Limited,Take caution,Business Services,2022,2023,6.0,6.0,6.0,5.0,6.0,51.0,6.0,44.0,3.0,7.0
GB01950192,Moody's Investors Service Limited,Go ahead,Media & Broadcasting,2023,2024,5.0,7.0,8.0,5.0,4.0,53.0,6.0,42.0,3.0,6.0
GB01950192,Moody's Investors Service Limited,Go ahead,Media & Broadcasting,2024,2025,5.0,7.0,9.0,5.0,4.0,53.0,6.0,42.0,3.0,6.0
GB01950192,Moody's Investors Service Limited,Go ahead,Media & Broadcasting,2022,2023,5.0,7.0,5.0,5.0,5.0,53.0,6.0,42.0,3.0,6.0
GB01975338,Adelphi Group Limited,Take caution,Business Services,2023,2024,5.0,5.0,9.0,5.0,3.0,28.0,6.0,67.0,3.0,8.0
GB01975338,Adelphi Group Limited,Take caution,Business Services,2022,2023,6.0,5.0,6.0,5.0,6.0,28.0,7.0,67.0,3.0,8.0
GB01983857,Chime Communications Limited,Go ahead,Business Services,2023,2024,5.0,6.0,8.0,5.0,4.0,47.0,6.0,48.0,3.0,7.0
GB01983857,Chime Communications Limited,Go ahead,Business Services,2024,2025,5.0,6.0,8.0,5.0,4.0,47.0,6.0,48.0,3.0,7.0
GB01983857,Chime Communications Limited,Go ahead,Business Services,2022,2023,5.0,6.0,5.0,5.0,5.0,47.0,6.0,48.0,3.0,7.0
GB02225736,"Precision AQ Intl, LTD",Take caution,Business Services,2023,2024,4.0,3.0,8.0,5.0,2.0,47.0,6.0,48.0,3.0,7.0
GB02225736,"Precision AQ Intl, LTD",Take caution,Business Services,2024,2025,4.0,3.0,8.0,5.0,2.0,47.0,6.0,48.0,3.0,7.0
GB02225736,"Precision AQ Intl, LTD",Take caution,Business Services,2022,2023,4.0,3.0,4.0,5.0,4.0,47.0,6.0,48.0,3.0,7.0
GB02322645,Parexel International Limited,Go ahead,Biotechnology and Life Sciences,2023,2024,5.0,5.0,9.0,5.0,4.0,51.0,6.0,44.0,3.0,7.0
GB02322645,Parexel International Limited,Go ahead,Biotechnology and Life Sciences,2024,2025,5.0,5.0,8.0,5.0,5.0,51.0,6.0,44.0,3.0,7.0
GB02322645,Parexel International Limited,Go ahead,Biotechnology and Life Sciences,2022,2023,5.0,4.0,5.0,5.0,5.0,51.0,6.0,44.0,3.0,7.0
GB02490104,Bio-Techne LTD,Take caution,Wholesale,2023,2024,5.0,7.0,0.0,15.0,6.0,31.0,6.0,54.0,3.0,7.0
GB02490104,Bio-Techne LTD,Take caution,Wholesale,2024,2025,5.0,6.0,0.0,15.0,6.0,31.0,6.0,54.0,3.0,7.0
GB02619610,Prescient Healthcare Group (UK) Limited,Go ahead,Business Services,2023,2024,5.0,5.0,8.0,5.0,5.0,51.0,6.0,44.0,3.0,7.0
GB02619610,Prescient Healthcare Group (UK) Limited,Go ahead,Business Services,2024,2025,5.0,5.0,8.0,5.0,5.0,51.0,6.0,44.0,3.0,7.0
GB02658364,FBC (Futurebrand) Limited,Go ahead,Business Services,2023,2024,4.0,3.0,8.0,5.0,2.0,47.0,6.0,48.0,3.0,7.0
GB02658364,FBC (Futurebrand) Limited,Go ahead,Business Services,2024,2025,4.0,3.0,8.0,5.0,2.0,47.0,6.0,48.0,3.0,7.0
GB02658364,FBC (Futurebrand) Limited,Go ahead,Business Services,2022,2023,4.0,3.0,4.0,5.0,4.0,47.0,6.0,48.0,3.0,7.0
GB02713976,Golin Limited,Go ahead,Business Services,2023,2024,5.0,5.0,9.0,5.0,3.0,47.0,6.0,48.0,3.0,7.0
GB02713976,Golin Limited,Go ahead,Business Services,2024,2025,5.0,5.0,8.0,5.0,3.0,47.0,6.0,48.0,3.0,7.0
GB02713976,Golin Limited,Go ahead,Business Services,2022,2023,5.0,5.0,5.0,5.0,5.0,47.0,6.0,48.0,3.0,7.0
GB02733595,Hall & Partners Europe Limited,Take caution,Business Services,2023,2024,4.0,3.0,8.0,5.0,2.0,47.0,6.0,48.0,3.0,7.0
