composite_key,supplier_number_name,supplier_key,supplier_name,coupa_name,coupa_supplier_id,coupa_supplier_number,coupa_supplier_name,coupa_created_at,coupa_created_by,coupa_updated_at,coupa_updated_by,coupa_supplier_commodity,coupa_tax_id,coupa_primary_contact_email,coupa_primary_contact_phone_work,coupa_primary_pontact_phone_mobile,coupa_primary_contact_phone_fax,coupa_primary_contact_first_name,coupa_primary_contact_last_name,coupa_primary_address_street1,coupa_primary_address_street2,coupa_primary_address_city,coupa_primary_address_state,coupa_primary_address_postal_code,coupa_primary_address_country,coupa_vat_id,coupa_primary_address_tax_country,coupa_invoice_matching_level,coupa_po_method,coupa_po_change_method,coupa_po_email,coupa_supplier_payment_terms_code,coupa_supplier_payment_terms,coupa_supplier_shipping_terms_code,coupa_supplier_shipping_terms,coupa_vendor_account_group,coupa_supplier_owner,coupa_preferred_supplier,coupa_parent_company_supplier_number,coupa_content_groups,coupa_parent_company_id,coupa_parent_company_name,coupa_supplier_tag,moodys_bvd_id,moodys_company_name,moodys_status,moodys_closing_date_last_avail_year,moodys_nom_last_avail_year,moodys_financial_risk,moodys_last_closing_year
MOODYS_CHCHE102629089-COUPA_Moody's supplier,Moody's Name: Amcor Flexibles Kreuzlingen AG,CHCHE102629089,Amcor Flexibles Kreuzlingen AG,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,NaT,Moody's supplier,NaT,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,CHCHE102629089,Amcor Flexibles Kreuzlingen AG,Active,2026-12-31,12,Take caution,2026
MOODYS_CHCHE114334933-COUPA_Moody's supplier,Moody's Name: Rhenopharma AG,CHCHE114334933,Rhenopharma AG,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,NaT,Moody's supplier,NaT,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,CHCHE114334933,Rhenopharma AG,Active,2026-12-31,12,Take caution,2026
MOODYS_CHCHE108207717-COUPA_Moody's supplier,Moody's Name: Allpack Group AG,CHCHE108207717,Allpack Group AG,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,NaT,Moody's supplier,NaT,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,CHCHE108207717,Allpack Group AG,Active,2026-12-31,12,Take caution,2026
MOODYS_CHCHE170105082-COUPA_Moody's supplier,Moody's Name: Careformance GmbH,CHCHE170105082,Careformance GmbH,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,NaT,Moody's supplier,NaT,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,CHCHE170105082,Careformance GmbH,Active,2026-12-31,12,Take caution,2026
MOODYS_CHCHE306635730-COUPA_Moody's supplier,Moody's Name: Corden Pharma International Switzerland GmbH,CHCHE306635730,Corden Pharma International Switzerland GmbH,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,NaT,Moody's supplier,NaT,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,CHCHE306635730,Corden Pharma International Switzerland GmbH,Active,2026-12-31,12,Take caution,2026
MOODYS_DE8170864348-COUPA_Moody's supplier,Moody's Name: Alphabet International GmbH,DE8170864348,Alphabet International GmbH,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,NaT,Moody's supplier,NaT,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,DE8170864348,Alphabet International GmbH,Active,2022-12-31,12,Take caution,2022
MOODYS_DK1003072200-COUPA_Moody's supplier,Moody's Name: Ahlsell Danmark A/S,DK1003072200,Ahlsell Danmark A/S,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,NaT,Moody's supplier,NaT,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,DK1003072200,Ahlsell Danmark A/S,Active,2025-12-31,12,Take caution,2025
MOODYS_DE5030037317-COUPA_Moody's supplier,Moody's Name: Simon Kucher & Partner Strategy & Marketing Consultants GmbH,DE5030037317,Simon Kucher & Partner Strategy & Marketing Consultants GmbH,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,NaT,Moody's supplier,NaT,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,DE5030037317,Simon Kucher & Partner Strategy & Marketing Consultants GmbH,Active,2025-12-31,12,Take caution,2025
MOODYS_SE5567581805-COUPA_Moody's supplier,Moody's Name: Apotek Produktion & Laboratorier AB,SE5567581805,Apotek Produktion & Laboratorier AB,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,NaT,Moody's supplier,NaT,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,SE5567581805,Apotek Produktion & Laboratorier AB,Active,2024-12-31,12,Take caution,2024
MOODYS_GB10564783-COUPA_Moody's supplier,Moody's Name: Rossum LTD,GB10564783,Rossum LTD,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,NaT,Moody's supplier,NaT,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,GB10564783,Rossum LTD,Active,2024-12-31,12,Take caution,2024
MOODYS_FR840719355-COUPA_Moody's supplier,Moody's Name: I Supplier,FR840719355,I Supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,NaT,Moody's supplier,NaT,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,FR840719355,I Supplier,Active,2024-12-31,12,Take caution,2024
MOODYS_FR403221930-COUPA_Moody's supplier,Moody's Name: MMP Packetis SAS,FR403221930,MMP Packetis SAS,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,NaT,Moody's supplier,NaT,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,FR403221930,MMP Packetis SAS,Active,2024-12-31,12,Take caution,2024
MOODYS_DK88663217-COUPA_Moody's supplier,Moody's Name: Securitas A/S,DK88663217,Securitas A/S,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,NaT,Moody's supplier,NaT,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,DK88663217,Securitas A/S,Active,2024-12-31,12,Take caution,2024
MOODYS_SK31560784-COUPA_Moody's supplier,Moody's Name: HBM Pharma s.r.o.,SK31560784,HBM Pharma s.r.o.,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,NaT,Moody's supplier,NaT,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,SK31560784,HBM Pharma s.r.o.,Active,2024-12-31,12,Take caution,2024
MOODYS_DK19272796-COUPA_Moody's supplier,Moody's Name: Wrist Ship Supply A/S,DK19272796,Wrist Ship Supply A/S,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,NaT,Moody's supplier,NaT,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,DK19272796,Wrist Ship Supply A/S,Active,2024-12-31,12,Take caution,2024
MOODYS_DK70169916-COUPA_Moody's supplier,Moody's Name: OBH Radg. Ingeniorer A/S,DK70169916,OBH Radg. Ingeniorer A/S,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,NaT,Moody's supplier,NaT,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,DK70169916,OBH Radg. Ingeniorer A/S,Active,2024-12-31,12,Take caution,2024
MOODYS_SE5564988425-COUPA_Moody's supplier,Moody's Name: Recipharm AB,SE5564988425,Recipharm AB,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,NaT,Moody's supplier,NaT,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,SE5564988425,Recipharm AB,Active,2024-12-31,12,Take caution,2024
MOODYS_FR409600616-COUPA_Moody's supplier,Moody's Name: Skyepharma Production SAS,FR409600616,Skyepharma Production SAS,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,NaT,Moody's supplier,NaT,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,FR409600616,Skyepharma Production SAS,Active,2024-12-31,12,Take caution,2024
MOODYS_IT05099030289-COUPA_Moody's supplier,Moody's Name: Stevanato Holding S.R.L.,IT05099030289,Stevanato Holding S.R.L.,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,NaT,Moody's supplier,NaT,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,IT05099030289,Stevanato Holding S.R.L.,Active,2024-12-31,12,Take caution,2024
MOODYS_DE8110002109-COUPA_Moody's supplier,Moody's Name: SCHERDEL GmbH,DE8110002109,SCHERDEL GmbH,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,NaT,Moody's supplier,NaT,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,DE8110002109,SCHERDEL GmbH,Active,2024-12-31,12,Take caution,2024
MOODYS_DE5110299917-COUPA_Moody's supplier,Moody's Name: Evonik Operations GmbH,DE5110299917,Evonik Operations GmbH,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,NaT,Moody's supplier,NaT,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,DE5110299917,Evonik Operations GmbH,Active,2024-12-31,12,Take caution,2024
MOODYS_CN55792PC-COUPA_Moody's supplier,"Moody's Name: Suzhou Nanomicro Technology Co., Ltd.",CN55792PC,"Suzhou Nanomicro Technology Co., Ltd.",Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,NaT,Moody's supplier,NaT,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,CN55792PC,"Suzhou Nanomicro Technology Co., Ltd.",Active,2024-12-31,12,Go ahead,2024
MOODYS_SE5560160680-COUPA_Moody's supplier,Moody's Name: Telefonaktiebolaget LM Ericsson AB,SE5560160680,Telefonaktiebolaget LM Ericsson AB,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,NaT,Moody's supplier,NaT,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,SE5560160680,Telefonaktiebolaget LM Ericsson AB,Active,2024-12-31,12,Go ahead,2024
MOODYS_CHCHE106841866-COUPA_Moody's supplier,Moody's Name: Lonza Group AG,CHCHE106841866,Lonza Group AG,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,NaT,Moody's supplier,NaT,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,CHCHE106841866,Lonza Group AG,Active,2024-12-31,12,Go ahead,2024
MOODYS_CHCHE102443567-COUPA_Moody's supplier,Moody's Name: Siegfried Holding AG,CHCHE102443567,Siegfried Holding AG,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,NaT,Moody's supplier,NaT,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,CHCHE102443567,Siegfried Holding AG,Active,2024-12-31,12,Go ahead,2024
MOODYS_US042729386-COUPA_Moody's supplier,Moody's Name: Repligen Corporation,US042729386,Repligen Corporation,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,NaT,Moody's supplier,NaT,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,US042729386,Repligen Corporation,Active,2024-12-31,12,Go ahead,2024
MOODYS_GB07996509-COUPA_Moody's supplier,Moody's Name: Colliers International Property Consultants Limited,GB07996509,Colliers International Property Consultants Limited,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,NaT,Moody's supplier,NaT,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,GB07996509,Colliers International Property Consultants Limited,Active,2024-12-31,12,Go ahead,2024
MOODYS_GB00959974-COUPA_Moody's supplier,Moody's Name: Mettler-Toledo Limited,GB00959974,Mettler-Toledo Limited,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,NaT,Moody's supplier,NaT,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,GB00959974,Mettler-Toledo Limited,Active,2024-12-31,12,Go ahead,2024
MOODYS_GB02658364-COUPA_Moody's supplier,Moody's Name: FBC (Futurebrand) Limited,GB02658364,FBC (Futurebrand) Limited,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,NaT,Moody's supplier,NaT,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,GB02658364,FBC (Futurebrand) Limited,Active,2024-12-31,12,Go ahead,2024
MOODYS_JP1010701011418-COUPA_Moody's supplier,"Moody's Name: Cmic Holdings Co.,Ltd.",JP1010701011418,"Cmic Holdings Co.,Ltd.",Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,NaT,Moody's supplier,NaT,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,JP1010701011418,"Cmic Holdings Co.,Ltd.",Active,2025-09-30,12,Go ahead,2025
MOODYS_US770518772-COUPA_Moody's supplier,"Moody's Name: Agilent Technologies, Inc.",US770518772,"Agilent Technologies, Inc.",Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,NaT,Moody's supplier,NaT,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,Moody's supplier,US770518772,"Agilent Technologies, Inc.",Active,2025-10-31,12,Go ahead,2025
